"species","les_1","les_2","wood_density","wue"
"ADFA",-0.395354142938199,1.04359795560005,0.75305,19.9330790350318
"CEOL",-1.77626282016892,-0.225724648689171,0.612916666666667,20.7781537876148
"ENCA",-2.94911498734796,0.270017804127556,0.522010123333333,23.5262267675193
"HEAR",1.4170523855029,-0.922717693568061,0.62,19.330032538918
"MALA",2.23360122345666,-1.90866058435905,0.476799657,23.272752582456
"RHOV",2.61574246698467,-1.18676358563967,0.5248666666,18.28760979432
"SAAP",-0.427823307963449,-0.0825745156847534,0.4078303425,20.9060738047288
"SAME",-0.586762387828598,-0.0716753953234043,0.555316049333333,20.7728710987863
"SANI",-2.89769382329074,-0.153936002157337,0.340312955,21.7346356441978
